3.49155e-06 0.999968
4.1089e-06 0.999962
4.8354e-06 0.999955
5.69036e-06 0.999947
6.69648e-06 0.999938
7.8805e-06 0.999927
9.27386e-06 0.999914
1.09136e-05 0.999899
1.28432e-05 0.999881
1.51141e-05 0.99986
1.77864e-05 0.999836
2.09313e-05 0.999807
2.46322e-05 0.999772
2.89875e-05 0.999732
3.41128e-05 0.999685
4.01443e-05 0.999629
4.72423e-05 0.999564
5.55953e-05 0.999487
6.54253e-05 0.999396
7.69932e-05 0.999289
9.06066e-05 0.999164
0.000106627 0.999016
0.00012548 0.998842
0.000147666 0.998638
0.000173775 0.998397
0.000204501 0.998114
0.000240659 0.997782
0.00028321 0.99739
0.000333285 0.99693
0.000392214 0.99639
0.000461562 0.995754
0.000543172 0.995007
0.000639211 0.994129
0.000752232 0.993099
0.000885235 0.991888
0.00104176 0.990468
0.00122595 0.988801
0.00144271 0.986847
0.0016978 0.984557
0.00199799 0.981876
0.00235126 0.97874
0.00276699 0.975075
0.00325623 0.970796
0.00383197 0.965809
0.00450951 0.960005
0.00530685 0.953264
0.00624516 0.945452
0.00734938 0.93642
0.00864884 0.92601
0.0101781 0.914052
0.0119777 0.90037
0.0140954 0.884784
0.0165877 0.867119
0.0195206 0.847214
0.0229721 0.824929
0.0270338 0.80016
0.0318137 0.772852
0.0374387 0.743011
0.0440584 0.710717
0.0518484 0.676134
0.0610158 0.639513
0.0718042 0.601194
0.0845 0.561594
0.0994406 0.521193
0.117023 0.480514
0.137714 0.440091
0.162063 0.400447
0.190718 0.362065
0.224439 0.325366
0.264123 0.290691
0.310823 0.258297
0.36578 0.228351
0.430455 0.200936
0.506564 0.176061
0.596131 0.153674
0.701534 0.133671
0.825573 0.115915
0.971545 0.100245
1.14333 0.0864864
1.34548 0.0744597
1.58338 0.0639882
1.86334 0.054902
2.1928 0.0470412
2.58051 0.040258
3.03677 0.0344175
3.57371 0.0293984
4.20558 0.0250923
4.94918 0.0214029
5.82426 0.0182459
6.85405 0.0155471
8.06593 0.0132422
9.49209 0.011275
11.1704 0.00959723
13.1455 0.00816705
15.4697 0.00694851
18.205 0.00591069
21.4238 0.00502709
25.2118 0.00427502
29.6696 0.00363505
34.9155 0.00309058
