1.8641e-06 0.999949
2.1937e-06 0.99994
2.58157e-06 0.999929
3.03802e-06 0.999916
3.57518e-06 0.999902
4.20731e-06 0.999884
4.95121e-06 0.999864
5.82665e-06 0.99984
6.85687e-06 0.999811
8.06924e-06 0.999778
9.49598e-06 0.999739
1.1175e-05 0.999693
1.31509e-05 0.999638
1.54761e-05 0.999574
1.82124e-05 0.999499
2.14326e-05 0.999411
2.52222e-05 0.999307
2.96817e-05 0.999184
3.49298e-05 0.99904
4.11058e-05 0.998871
4.83738e-05 0.998671
5.69269e-05 0.998437
6.69923e-05 0.998161
7.88373e-05 0.997837
9.27767e-05 0.997455
0.000109181 0.997007
0.000128485 0.99648
0.000151203 0.995861
0.000177937 0.995133
0.000209399 0.994279
0.000246423 0.993275
0.000289994 0.992098
0.000341268 0.990716
0.000401608 0.989097
0.000472617 0.987199
0.000556182 0.984976
0.000654521 0.982377
0.000770248 0.979339
0.000906438 0.975793
0.00106671 0.97166
0.00125531 0.96685
0.00147727 0.961264
0.00173847 0.954791
0.00204585 0.947308
0.00240758 0.938684
0.00283327 0.928779
0.00333422 0.917446
0.00392375 0.904539
0.00461752 0.889913
0.00543395 0.873435
0.00639474 0.854991
0.0075254 0.834496
0.00885599 0.811906
0.0104218 0.787227
0.0122645 0.760528
0.014433 0.731946
0.016985 0.701691
0.0199881 0.670045
0.0235223 0.637353
0.0276813 0.604015
0.0325757 0.570459
0.0383354 0.537129
0.0451136 0.504455
0.0530902 0.472833
0.0624772 0.442608
0.0735239 0.414061
0.0865239 0.387401
0.101822 0.362763
0.119826 0.340214
0.141012 0.319759
0.165945 0.301355
0.195286 0.284914
0.229815 0.270323
0.270449 0.257448
0.318268 0.246145
0.374541 0.236267
0.440764 0.227666
0.518697 0.220204
0.610409 0.213749
0.718336 0.20818
0.845347 0.203384
0.994814 0.199264
1.17071 0.195729
1.3777 0.1927
1.6213 0.190108
1.90796 0.187893
2.24532 0.186001
2.64231 0.184386
3.10951 0.183009
3.6593 0.181835
4.30631 0.180835
5.06772 0.179983
5.96375 0.179258
7.01822 0.178641
8.25912 0.178115
9.71943 0.177668
11.4379 0.177288
13.4603 0.176965
15.8403 0.17669
18.641 0.176456
