5.39614e-06 0.999018
6.35024e-06 0.998844
7.47304e-06 0.99864
8.79436e-06 0.9984
1.03493e-05 0.998118
1.21792e-05 0.997787
1.43326e-05 0.997397
1.68668e-05 0.996939
1.98491e-05 0.9964
2.33586e-05 0.995768
2.74887e-05 0.995025
3.2349e-05 0.994153
3.80687e-05 0.99313
4.47997e-05 0.991929
5.27208e-05 0.990522
6.20425e-05 0.988874
7.30124e-05 0.986945
8.59218e-05 0.984689
0.000101114 0.982054
0.000118992 0.978979
0.000140031 0.975398
0.00016479 0.971234
0.000193927 0.966402
0.000228216 0.960807
0.000268567 0.954347
0.000316053 0.946913
0.000371935 0.938387
0.000437698 0.928652
0.000515088 0.917589
0.000606161 0.905086
0.000713338 0.891042
0.000839465 0.875379
0.000987892 0.858048
0.00116256 0.839037
0.00136812 0.818385
0.00161002 0.796187
0.00189469 0.772597
0.00222969 0.747833
0.00262393 0.722172
0.00308787 0.695935
0.00363384 0.669479
0.00427635 0.643175
0.00503246 0.617385
0.00592226 0.592445
0.00696938 0.568647
0.00820165 0.546225
0.0096518 0.525351
0.0113584 0.506131
0.0133667 0.488614
0.01573 0.472793
0.0185113 0.458622
0.0217843 0.446019
0.025636 0.434884
0.0301688 0.425099
0.035503 0.416542
0.0417804 0.409091
0.0491676 0.402626
0.057861 0.397034
0.0680916 0.392209
0.080131 0.388056
0.0942991 0.384488
0.110972 0.381428
0.130594 0.378807
0.153684 0.376565
0.180857 0.374648
0.212835 0.373012
0.250467 0.371616
0.294752 0.370425
0.346868 0.36941
0.408198 0.368546
0.480373 0.36781
0.565308 0.367183
0.665261 0.366649
0.782888 0.366196
0.921311 0.36581
1.08421 0.365481
1.27591 0.365202
1.50151 0.364964
1.76699 0.364762
2.07942 0.364591
2.44708 0.364445
2.87976 0.364321
3.38893 0.364215
3.98814 0.364126
4.69329 0.364049
5.52312 0.363985
6.49967 0.36393
7.64889 0.363883
9.0013 0.363843
10.5928 0.363809
12.4658 0.363781
14.6699 0.363756
17.2637 0.363736
20.3161 0.363718
23.9083 0.363703
28.1355 0.36369
33.1102 0.363679
38.9645 0.36367
45.8539 0.363662
53.9614 0.363656
